,deal_id,snapshot_date,stage,forecast_category,amount,close_date,owner_id,stage_change,stage_start_date,days_in_stage,stalled
3909,deal_275,2025-01-20,Qualification,Pipeline,61563,2025-03-22,owner_3,False,2025-01-06,14,False
3910,deal_275,2025-01-27,Qualification,Pipeline,61563,2025-03-22,owner_3,False,2025-01-06,21,False
3911,deal_275,2025-02-03,Qualification,Pipeline,61563,2025-03-22,owner_3,False,2025-01-06,28,False
3912,deal_275,2025-02-10,Qualification,Pipeline,61563,2025-03-22,owner_3,False,2025-01-06,35,True
3913,deal_275,2025-02-17,Qualification,Pipeline,61563,2025-03-22,owner_3,False,2025-01-06,42,True
3914,deal_275,2025-02-24,Qualification,Pipeline,61563,2025-03-22,owner_3,False,2025-01-06,49,True
3915,deal_275,2025-03-03,Qualification,Pipeline,61563,2025-03-22,owner_3,False,2025-01-06,56,True
3916,deal_275,2025-03-10,Qualification,Pipeline,61563,2025-03-22,owner_3,False,2025-01-06,63,True
3917,deal_275,2025-03-17,Proposal,Best Case,61563,2025-03-22,owner_3,True,2025-03-17,0,False
7327,deal_276,2024-04-01,Prospecting,Pipeline,91021,2024-07-19,owner_8,True,2024-04-01,0,False
7328,deal_276,2024-04-08,Prospecting,Pipeline,66735,2024-07-19,owner_8,False,2024-04-01,7,False
7329,deal_276,2024-04-15,Prospecting,Pipeline,83390,2024-07-19,owner_8,False,2024-04-01,14,False
7330,deal_276,2024-04-22,Prospecting,Pipeline,71102,2024-07-19,owner_8,False,2024-04-01,21,False
7331,deal_276,2024-04-29,Qualification,Pipeline,76142,2024-07-19,owner_8,True,2024-04-29,0,False
7332,deal_276,2024-05-06,Qualification,Pipeline,86721,2024-07-19,owner_8,False,2024-04-29,7,False
7333,deal_276,2024-05-13,Qualification,Pipeline,63795,2024-07-19,owner_8,False,2024-04-29,14,False
7334,deal_276,2024-05-20,Qualification,Pipeline,65350,2024-07-19,owner_8,False,2024-04-29,21,False
7335,deal_276,2024-05-27,Proposal,Best Case,87586,2024-07-19,owner_8,True,2024-05-27,0,False
7336,deal_276,2024-06-03,Proposal,Best Case,77884,2024-07-19,owner_8,False,2024-05-27,7,False
7337,deal_276,2024-06-10,Proposal,Best Case,65946,2024-07-19,owner_8,False,2024-05-27,14,False
7338,deal_276,2024-06-17,Proposal,Best Case,85859,2024-07-19,owner_8,False,2024-05-27,21,False
7339,deal_276,2024-06-24,Negotiation,Best Case,75411,2024-07-19,owner_8,True,2024-06-24,0,False
7340,deal_276,2024-07-01,Negotiation,Best Case,72127,2024-07-19,owner_8,False,2024-06-24,7,False
7341,deal_276,2024-07-08,Negotiation,Best Case,75927,2024-07-19,owner_8,False,2024-06-24,14,False
7342,deal_276,2024-07-15,Closed Won,Closed,76309,2024-07-19,owner_8,True,2024-07-15,0,False
1420,deal_277,2024-09-09,Prospecting,Pipeline,54267,2024-10-05,owner_11,True,2024-09-09,0,False
1421,deal_277,2024-09-16,Prospecting,Pipeline,57720,2025-01-05,owner_11,False,2024-09-09,7,False
1422,deal_277,2024-09-23,Prospecting,Pipeline,46799,2025-01-05,owner_11,False,2024-09-09,14,False
1423,deal_277,2024-09-30,Prospecting,Pipeline,49408,2024-09-05,owner_11,False,2024-09-09,21,False
1424,deal_277,2024-10-07,Prospecting,Pipeline,53698,2024-12-05,owner_11,False,2024-09-09,28,False
1425,deal_277,2024-10-14,Prospecting,Pipeline,42311,2024-09-05,owner_11,False,2024-09-09,35,True
1426,deal_277,2024-10-21,Prospecting,Pipeline,44043,2025-01-05,owner_11,False,2024-09-09,42,True
1427,deal_277,2024-10-28,Prospecting,Pipeline,55244,2024-12-05,owner_11,False,2024-09-09,49,True
1428,deal_277,2024-11-04,Prospecting,Pipeline,49548,2024-11-05,owner_11,False,2024-09-09,56,True
5366,deal_278,2024-05-13,Prospecting,Pipeline,38981,2024-08-25,owner_5,True,2024-05-13,0,False
5367,deal_278,2024-05-20,Prospecting,Pipeline,38981,2024-12-25,owner_5,False,2024-05-13,7,False
5368,deal_278,2024-05-27,Prospecting,Pipeline,38981,2024-12-25,owner_5,False,2024-05-13,14,False
5369,deal_278,2024-06-03,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,21,False
5370,deal_278,2024-06-10,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,28,False
5371,deal_278,2024-06-17,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,35,True
5372,deal_278,2024-06-24,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,42,True
5373,deal_278,2024-07-01,Prospecting,Pipeline,38981,2024-09-25,owner_5,False,2024-05-13,49,True
5374,deal_278,2024-07-08,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,56,True
5375,deal_278,2024-07-15,Prospecting,Pipeline,38981,2024-12-25,owner_5,False,2024-05-13,63,True
5376,deal_278,2024-07-22,Prospecting,Pipeline,38981,2024-11-25,owner_5,False,2024-05-13,70,True
5377,deal_278,2024-07-29,Prospecting,Pipeline,38981,2024-12-25,owner_5,False,2024-05-13,77,True
5378,deal_278,2024-08-05,Prospecting,Pipeline,38981,2024-09-25,owner_5,False,2024-05-13,84,True
5379,deal_278,2024-08-12,Prospecting,Pipeline,38981,2024-12-25,owner_5,False,2024-05-13,91,True
5380,deal_278,2024-08-19,Prospecting,Pipeline,38981,2024-11-25,owner_5,False,2024-05-13,98,True
5381,deal_278,2024-08-26,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,105,True
5382,deal_278,2024-09-02,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,112,True
5383,deal_278,2024-09-09,Prospecting,Pipeline,38981,2024-12-25,owner_5,False,2024-05-13,119,True
5384,deal_278,2024-09-16,Prospecting,Pipeline,38981,2024-11-25,owner_5,False,2024-05-13,126,True
5385,deal_278,2024-09-23,Prospecting,Pipeline,38981,2024-09-25,owner_5,False,2024-05-13,133,True
5386,deal_278,2024-09-30,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,140,True
5387,deal_278,2024-10-07,Prospecting,Pipeline,38981,2024-09-25,owner_5,False,2024-05-13,147,True
5388,deal_278,2024-10-14,Prospecting,Pipeline,38981,2024-08-25,owner_5,False,2024-05-13,154,True
5389,deal_278,2024-10-21,Prospecting,Pipeline,38981,2024-10-25,owner_5,False,2024-05-13,161,True
2750,deal_279,2024-04-22,Prospecting,Pipeline,120751,2024-06-02,owner_13,True,2024-04-22,0,False
2751,deal_279,2024-04-29,Prospecting,Pipeline,119920,2024-06-02,owner_13,False,2024-04-22,7,False
2752,deal_279,2024-05-06,Qualification,Pipeline,122012,2024-06-02,owner_13,True,2024-05-06,0,False
2753,deal_279,2024-05-13,Qualification,Pipeline,121733,2024-06-02,owner_13,False,2024-05-06,7,False
2754,deal_279,2024-05-20,Proposal,Best Case,110632,2024-06-02,owner_13,True,2024-05-20,0,False
2755,deal_279,2024-05-27,Negotiation,Commit,115193,2024-06-02,owner_13,True,2024-05-27,0,False
4967,deal_28,2025-02-24,Prospecting,Pipeline,22398,2025-03-02,owner_5,True,2025-02-24,0,False
4968,deal_28,2025-03-03,Prospecting,Pipeline,20578,2025-06-02,owner_5,False,2025-02-24,7,False
4969,deal_28,2025-03-10,Prospecting,Pipeline,27893,2025-05-02,owner_5,False,2025-02-24,14,False
4970,deal_28,2025-03-17,Qualification,Pipeline,27909,2025-03-02,owner_5,True,2025-03-17,0,False
4971,deal_28,2025-03-24,Qualification,Pipeline,24078,2025-06-02,owner_5,False,2025-03-17,7,False
4972,deal_28,2025-03-31,Proposal,Best Case,23660,2025-04-02,owner_5,True,2025-03-31,0,False
2756,deal_280,2025-03-10,Prospecting,Pipeline,39409,2025-05-11,owner_13,True,2025-03-10,0,False
2757,deal_280,2025-03-17,Prospecting,Pipeline,39409,2025-05-11,owner_13,False,2025-03-10,7,False
2758,deal_280,2025-03-24,Prospecting,Pipeline,39409,2025-04-11,owner_13,False,2025-03-10,14,False
2759,deal_280,2025-03-31,Qualification,Pipeline,39409,2025-07-11,owner_13,True,2025-03-31,0,False
2760,deal_280,2025-04-07,Qualification,Pipeline,39409,2025-04-11,owner_13,False,2025-03-31,7,False
2761,deal_280,2025-04-14,Qualification,Pipeline,39409,2025-04-11,owner_13,False,2025-03-31,14,False
2762,deal_280,2025-04-21,Proposal,Best Case,39409,2025-07-11,owner_13,True,2025-04-21,0,False
2763,deal_280,2025-04-28,Proposal,Best Case,39409,2025-07-11,owner_13,False,2025-04-21,7,False
2764,deal_280,2025-05-05,Negotiation,Best Case,39409,2025-08-11,owner_13,True,2025-05-05,0,False
2765,deal_280,2025-05-12,Negotiation,Best Case,39409,2025-04-11,owner_13,False,2025-05-05,7,False
2766,deal_280,2025-05-19,Negotiation,Best Case,39409,2025-05-11,owner_13,False,2025-05-05,14,False
2767,deal_280,2025-05-26,Closed Lost,Closed,39409,2025-08-11,owner_13,True,2025-05-26,0,False
2768,deal_280,2025-06-02,Closed Lost,Closed,39409,2025-04-11,owner_13,False,2025-05-26,7,False
2769,deal_280,2025-06-09,Closed Lost,Closed,39409,2025-06-11,owner_13,False,2025-05-26,14,False
273,deal_281,2024-09-09,Prospecting,Pipeline,28414,2024-11-17,owner_1,True,2024-09-09,0,False
274,deal_281,2024-09-16,Prospecting,Pipeline,26299,2024-11-17,owner_1,False,2024-09-09,7,False
275,deal_281,2024-09-23,Prospecting,Pipeline,31072,2024-11-17,owner_1,False,2024-09-09,14,False
276,deal_281,2024-09-30,Prospecting,Pipeline,27030,2024-11-17,owner_1,False,2024-09-09,21,False
277,deal_281,2024-10-07,Prospecting,Pipeline,34741,2024-11-17,owner_1,False,2024-09-09,28,False
278,deal_281,2024-10-14,Prospecting,Pipeline,26529,2024-11-17,owner_1,False,2024-09-09,35,True
279,deal_281,2024-10-21,Prospecting,Pipeline,26030,2024-11-17,owner_1,False,2024-09-09,42,True
280,deal_281,2024-10-28,Prospecting,Pipeline,31321,2024-11-17,owner_1,False,2024-09-09,49,True
281,deal_281,2024-11-04,Prospecting,Pipeline,30784,2024-11-17,owner_1,False,2024-09-09,56,True
282,deal_281,2024-11-11,Prospecting,Pipeline,31200,2024-11-17,owner_1,False,2024-09-09,63,True
3918,deal_282,2024-08-19,Prospecting,Pipeline,26886,2024-09-10,owner_3,True,2024-08-19,0,False
3919,deal_282,2024-08-26,Qualification,Pipeline,29599,2024-09-10,owner_3,True,2024-08-26,0,False
3920,deal_282,2024-09-02,Proposal,Best Case,27557,2024-09-10,owner_3,True,2024-09-02,0,False
3921,deal_282,2024-09-09,Negotiation,Commit,29211,2024-09-10,owner_3,True,2024-09-09,0,False
7343,deal_283,2024-11-18,Prospecting,Pipeline,29018,2025-01-20,owner_8,True,2024-11-18,0,False
7344,deal_283,2024-11-25,Prospecting,Pipeline,29018,2024-11-20,owner_8,False,2024-11-18,7,False
7345,deal_283,2024-12-02,Qualification,Pipeline,29018,2024-11-20,owner_8,True,2024-12-02,0,False
7346,deal_283,2024-12-09,Qualification,Pipeline,29018,2025-01-20,owner_8,False,2024-12-02,7,False
7347,deal_283,2024-12-16,Proposal,Best Case,29018,2024-12-20,owner_8,True,2024-12-16,0,False
3922,deal_285,2024-11-04,Prospecting,Pipeline,22573,2025-02-14,owner_3,True,2024-11-04,0,False
3923,deal_285,2024-11-11,Qualification,Pipeline,18399,2025-02-14,owner_3,True,2024-11-11,0,False
3924,deal_285,2024-11-18,Proposal,Best Case,16153,2025-01-14,owner_3,True,2024-11-18,0,False
3925,deal_285,2024-11-25,Negotiation,Best Case,18385,2024-11-14,owner_3,True,2024-11-25,0,False
3926,deal_285,2024-12-02,Closed Lost,Closed,22903,2025-01-14,owner_3,True,2024-12-02,0,False
3927,deal_285,2024-12-09,Closed Lost,Closed,19558,2024-12-14,owner_3,False,2024-12-02,7,False
5390,deal_286,2024-03-25,Prospecting,Pipeline,24030,2024-05-13,owner_5,True,2024-03-25,0,False
5391,deal_286,2024-04-01,Prospecting,Pipeline,24030,2024-02-13,owner_5,False,2024-03-25,7,False
5392,deal_286,2024-04-08,Qualification,Pipeline,24030,2024-04-13,owner_5,True,2024-04-08,0,False
6826,deal_287,2024-04-22,Prospecting,Pipeline,47613,2024-06-24,owner_7,True,2024-04-22,0,False
6827,deal_287,2024-04-29,Prospecting,Pipeline,47613,2024-06-24,owner_7,False,2024-04-22,7,False
6828,deal_287,2024-05-06,Prospecting,Pipeline,47613,2024-06-24,owner_7,False,2024-04-22,14,False
6829,deal_287,2024-05-13,Qualification,Pipeline,47613,2024-06-24,owner_7,True,2024-05-13,0,False
6830,deal_287,2024-05-20,Qualification,Pipeline,47613,2024-06-24,owner_7,False,2024-05-13,7,False
6831,deal_287,2024-05-27,Qualification,Pipeline,47613,2024-06-24,owner_7,False,2024-05-13,14,False
6832,deal_287,2024-06-03,Proposal,Best Case,47613,2024-06-24,owner_7,True,2024-06-03,0,False
6833,deal_287,2024-06-10,Proposal,Best Case,47613,2024-06-24,owner_7,False,2024-06-03,7,False
6834,deal_287,2024-06-17,Proposal,Best Case,47613,2024-06-24,owner_7,False,2024-06-03,14,False
6835,deal_287,2024-06-24,Negotiation,Best Case,47613,2024-06-24,owner_7,True,2024-06-24,0,False
3406,deal_288,2025-04-28,Prospecting,Pipeline,59656,2025-09-27,owner_2,True,2025-04-28,0,False
3407,deal_288,2025-05-05,Prospecting,Pipeline,51226,2025-09-27,owner_2,False,2025-04-28,7,False
3408,deal_288,2025-05-12,Qualification,Pipeline,59942,2025-09-27,owner_2,True,2025-05-12,0,False
3409,deal_288,2025-05-19,Proposal,Best Case,58495,2025-09-27,owner_2,True,2025-05-19,0,False
3410,deal_288,2025-05-26,Negotiation,Best Case,64760,2025-09-27,owner_2,True,2025-05-26,0,False
3411,deal_288,2025-06-02,Closed Lost,Closed,50817,2025-09-27,owner_2,True,2025-06-02,0,False
3412,deal_288,2025-06-09,Closed Lost,Closed,55800,2025-09-27,owner_2,False,2025-06-02,7,False
5393,deal_289,2025-01-20,Prospecting,Pipeline,32500,2025-03-05,owner_5,True,2025-01-20,0,False
5394,deal_289,2025-01-27,Prospecting,Pipeline,32500,2025-03-05,owner_5,False,2025-01-20,7,False
5395,deal_289,2025-02-03,Qualification,Pipeline,32500,2025-03-05,owner_5,True,2025-02-03,0,False
5396,deal_289,2025-02-10,Proposal,Best Case,32500,2025-03-05,owner_5,True,2025-02-10,0,False
5397,deal_289,2025-02-17,Proposal,Best Case,32500,2025-03-05,owner_5,False,2025-02-10,7,False
5398,deal_289,2025-02-24,Negotiation,Best Case,32500,2025-03-05,owner_5,True,2025-02-24,0,False
5399,deal_289,2025-03-03,Closed Won,Closed,32500,2025-03-05,owner_5,True,2025-03-03,0,False
7090,deal_29,2024-10-07,Prospecting,Pipeline,83351,2024-10-29,owner_8,True,2024-10-07,0,False
7091,deal_29,2024-10-14,Prospecting,Pipeline,87326,2024-10-29,owner_8,False,2024-10-07,7,False
7092,deal_29,2024-10-21,Prospecting,Pipeline,94693,2024-10-29,owner_8,False,2024-10-07,14,False
7093,deal_29,2024-10-28,Qualification,Pipeline,95719,2024-10-29,owner_8,True,2024-10-28,0,False
7094,deal_29,2024-11-04,Qualification,Pipeline,81824,2025-02-28,owner_8,False,2024-10-28,7,False
7095,deal_29,2024-11-11,Proposal,Best Case,76308,2024-11-29,owner_8,True,2024-11-11,0,False
7096,deal_29,2024-11-18,Proposal,Best Case,100618,2024-11-29,owner_8,False,2024-11-11,7,False
7097,deal_29,2024-11-25,Negotiation,Best Case,69480,2024-10-29,owner_8,True,2024-11-25,0,False
7098,deal_29,2024-12-02,Negotiation,Best Case,93816,2025-01-29,owner_8,False,2024-11-25,7,False
7099,deal_29,2024-12-09,Closed Lost,Closed,95560,2025-02-28,owner_8,True,2024-12-09,0,False
7100,deal_29,2024-12-16,Closed Lost,Closed,84255,2024-11-29,owner_8,False,2024-12-09,7,False
7101,deal_29,2024-12-23,Closed Lost,Closed,84162,2024-12-29,owner_8,False,2024-12-09,14,False
3413,deal_290,2024-11-11,Prospecting,Pipeline,26768,2024-11-24,owner_2,True,2024-11-11,0,False
3414,deal_290,2024-11-18,Prospecting,Pipeline,26768,2024-10-24,owner_2,False,2024-11-11,7,False
3415,deal_290,2024-11-25,Qualification,Pipeline,26768,2025-02-24,owner_2,True,2024-11-25,0,False
3416,deal_290,2024-12-02,Proposal,Best Case,26768,2025-02-24,owner_2,True,2024-12-02,0,False
3417,deal_290,2024-12-09,Negotiation,Best Case,26768,2024-10-24,owner_2,True,2024-12-09,0,False
3418,deal_290,2024-12-16,Closed Lost,Closed,26768,2025-01-24,owner_2,True,2024-12-16,0,False
3419,deal_290,2024-12-23,Closed Lost,Closed,26768,2024-12-24,owner_2,False,2024-12-16,7,False
2770,deal_291,2024-05-13,Prospecting,Pipeline,71225,2024-05-19,owner_13,True,2024-05-13,0,False
4463,deal_292,2024-07-08,Prospecting,Pipeline,15630,2024-08-14,owner_4,True,2024-07-08,0,False
4464,deal_292,2024-07-15,Prospecting,Pipeline,16309,2024-08-14,owner_4,False,2024-07-08,7,False
4465,deal_292,2024-07-22,Prospecting,Pipeline,20319,2024-08-14,owner_4,False,2024-07-08,14,False
4466,deal_292,2024-07-29,Qualification,Pipeline,19544,2024-08-14,owner_4,True,2024-07-29,0,False
4467,deal_292,2024-08-05,Qualification,Pipeline,16171,2024-08-14,owner_4,False,2024-07-29,7,False
4468,deal_292,2024-08-12,Proposal,Best Case,18591,2024-08-14,owner_4,True,2024-08-12,0,False
283,deal_293,2024-12-09,Prospecting,Pipeline,27932,2025-02-16,owner_1,True,2024-12-09,0,False
284,deal_293,2024-12-16,Prospecting,Pipeline,27932,2025-02-16,owner_1,False,2024-12-09,7,False
285,deal_293,2024-12-23,Prospecting,Pipeline,27932,2025-02-16,owner_1,False,2024-12-09,14,False
286,deal_293,2024-12-30,Prospecting,Pipeline,27932,2025-02-16,owner_1,False,2024-12-09,21,False
287,deal_293,2025-01-06,Prospecting,Pipeline,27932,2025-02-16,owner_1,False,2024-12-09,28,False
288,deal_293,2025-01-13,Qualification,Pipeline,27932,2025-02-16,owner_1,True,2025-01-13,0,False
289,deal_293,2025-01-20,Qualification,Pipeline,27932,2025-02-16,owner_1,False,2025-01-13,7,False
290,deal_293,2025-01-27,Qualification,Pipeline,27932,2025-02-16,owner_1,False,2025-01-13,14,False
291,deal_293,2025-02-03,Qualification,Pipeline,27932,2025-02-16,owner_1,False,2025-01-13,21,False
292,deal_293,2025-02-10,Proposal,Best Case,27932,2025-02-16,owner_1,True,2025-02-10,0,False
2771,deal_294,2025-03-10,Prospecting,Pipeline,97734,2025-06-02,owner_13,True,2025-03-10,0,False
2772,deal_294,2025-03-17,Prospecting,Pipeline,96861,2025-06-02,owner_13,False,2025-03-10,7,False
2773,deal_294,2025-03-24,Prospecting,Pipeline,110447,2025-06-02,owner_13,False,2025-03-10,14,False
2774,deal_294,2025-03-31,Prospecting,Pipeline,90662,2025-06-02,owner_13,False,2025-03-10,21,False
2775,deal_294,2025-04-07,Prospecting,Pipeline,108841,2025-06-02,owner_13,False,2025-03-10,28,False
2776,deal_294,2025-04-14,Prospecting,Pipeline,103490,2025-06-02,owner_13,False,2025-03-10,35,True
2777,deal_294,2025-04-21,Qualification,Pipeline,80308,2025-06-02,owner_13,True,2025-04-21,0,False
2778,deal_294,2025-04-28,Qualification,Pipeline,80594,2025-06-02,owner_13,False,2025-04-21,7,False
2779,deal_294,2025-05-05,Qualification,Pipeline,98596,2025-06-02,owner_13,False,2025-04-21,14,False
2780,deal_294,2025-05-12,Qualification,Pipeline,91255,2025-06-02,owner_13,False,2025-04-21,21,False
2781,deal_294,2025-05-19,Qualification,Pipeline,114742,2025-06-02,owner_13,False,2025-04-21,28,False
2782,deal_294,2025-05-26,Qualification,Pipeline,112229,2025-06-02,owner_13,False,2025-04-21,35,True
2783,deal_294,2025-06-02,Proposal,Best Case,97152,2025-06-02,owner_13,True,2025-06-02,0,False
2036,deal_295,2024-02-05,Prospecting,Pipeline,92476,2024-06-11,owner_12,True,2024-02-05,0,False
2037,deal_295,2024-02-12,Prospecting,Pipeline,96998,2024-03-11,owner_12,False,2024-02-05,7,False
2038,deal_295,2024-02-19,Prospecting,Pipeline,118354,2024-06-11,owner_12,False,2024-02-05,14,False
2039,deal_295,2024-02-26,Prospecting,Pipeline,119432,2024-06-11,owner_12,False,2024-02-05,21,False
2040,deal_295,2024-03-04,Prospecting,Pipeline,106644,2024-02-11,owner_12,False,2024-02-05,28,False
2041,deal_295,2024-03-11,Qualification,Pipeline,111220,2024-02-11,owner_12,True,2024-03-11,0,False
2042,deal_295,2024-03-18,Qualification,Pipeline,101473,2024-06-11,owner_12,False,2024-03-11,7,False
2043,deal_295,2024-03-25,Qualification,Pipeline,96360,2024-06-11,owner_12,False,2024-03-11,14,False
2044,deal_295,2024-04-01,Qualification,Pipeline,95270,2024-02-11,owner_12,False,2024-03-11,21,False
2045,deal_295,2024-04-08,Proposal,Best Case,105345,2024-04-11,owner_12,True,2024-04-08,0,False
2784,deal_296,2024-10-28,Prospecting,Pipeline,46514,2025-02-25,owner_13,True,2024-10-28,0,False
2785,deal_296,2024-11-04,Prospecting,Pipeline,50127,2024-11-25,owner_13,False,2024-10-28,7,False
2786,deal_296,2024-11-11,Prospecting,Pipeline,60491,2024-12-25,owner_13,False,2024-10-28,14,False
2787,deal_296,2024-11-18,Qualification,Pipeline,46034,2025-03-25,owner_13,True,2024-11-18,0,False
2788,deal_296,2024-11-25,Qualification,Pipeline,52868,2024-12-25,owner_13,False,2024-11-18,7,False
2789,deal_296,2024-12-02,Proposal,Best Case,59223,2024-12-25,owner_13,True,2024-12-02,0,False
2790,deal_296,2024-12-09,Proposal,Best Case,55878,2024-11-25,owner_13,False,2024-12-02,7,False
2791,deal_296,2024-12-16,Proposal,Best Case,48133,2024-12-25,owner_13,False,2024-12-02,14,False
2792,deal_296,2024-12-23,Negotiation,Best Case,58124,2025-02-25,owner_13,True,2024-12-23,0,False
2793,deal_296,2024-12-30,Negotiation,Best Case,59785,2025-03-25,owner_13,False,2024-12-23,7,False
2794,deal_296,2025-01-06,Closed Lost,Closed,60600,2025-03-25,owner_13,True,2025-01-06,0,False
2795,deal_296,2025-01-13,Closed Lost,Closed,54225,2025-03-25,owner_13,False,2025-01-06,7,False
2796,deal_296,2025-01-20,Closed Lost,Closed,54979,2025-01-25,owner_13,False,2025-01-06,14,False
2797,deal_297,2024-12-30,Prospecting,Pipeline,30472,2025-05-26,owner_13,True,2024-12-30,0,False
2798,deal_297,2025-01-06,Prospecting,Pipeline,30472,2025-05-26,owner_13,False,2024-12-30,7,False
2799,deal_297,2025-01-13,Prospecting,Pipeline,30472,2025-02-26,owner_13,False,2024-12-30,14,False
2800,deal_297,2025-01-20,Prospecting,Pipeline,30472,2025-02-26,owner_13,False,2024-12-30,21,False
2801,deal_297,2025-01-27,Prospecting,Pipeline,30472,2025-01-26,owner_13,False,2024-12-30,28,False
2802,deal_297,2025-02-03,Prospecting,Pipeline,30472,2025-05-26,owner_13,False,2024-12-30,35,True
2803,deal_297,2025-02-10,Prospecting,Pipeline,30472,2025-02-26,owner_13,False,2024-12-30,42,True
2804,deal_297,2025-02-17,Prospecting,Pipeline,30472,2025-01-26,owner_13,False,2024-12-30,49,True
2805,deal_297,2025-02-24,Prospecting,Pipeline,30472,2025-02-26,owner_13,False,2024-12-30,56,True
2806,deal_297,2025-03-03,Prospecting,Pipeline,30472,2025-04-26,owner_13,False,2024-12-30,63,True
2807,deal_297,2025-03-10,Prospecting,Pipeline,30472,2025-04-26,owner_13,False,2024-12-30,70,True
2808,deal_297,2025-03-17,Prospecting,Pipeline,30472,2025-01-26,owner_13,False,2024-12-30,77,True
2809,deal_297,2025-03-24,Qualification,Pipeline,30472,2025-03-26,owner_13,True,2025-03-24,0,False
2810,deal_298,2024-05-06,Prospecting,Pipeline,62072,2024-07-02,owner_13,True,2024-05-06,0,False
2811,deal_298,2024-05-13,Prospecting,Pipeline,70523,2024-07-02,owner_13,False,2024-05-06,7,False
2812,deal_298,2024-05-20,Prospecting,Pipeline,61988,2024-07-02,owner_13,False,2024-05-06,14,False
2813,deal_298,2024-05-27,Qualification,Pipeline,73262,2024-07-02,owner_13,True,2024-05-27,0,False
2814,deal_298,2024-06-03,Qualification,Pipeline,58931,2024-07-02,owner_13,False,2024-05-27,7,False
2815,deal_298,2024-06-10,Qualification,Pipeline,60730,2024-07-02,owner_13,False,2024-05-27,14,False
2816,deal_298,2024-06-17,Proposal,Best Case,52250,2024-07-02,owner_13,True,2024-06-17,0,False
2817,deal_298,2024-06-24,Proposal,Best Case,52848,2024-07-02,owner_13,False,2024-06-17,7,False
2818,deal_298,2024-07-01,Negotiation,Commit,62680,2024-07-02,owner_13,True,2024-07-01,0,False
7348,deal_299,2024-09-30,Prospecting,Pipeline,271969,2025-02-02,owner_8,True,2024-09-30,0,False
7349,deal_299,2024-10-07,Prospecting,Pipeline,281274,2025-02-02,owner_8,False,2024-09-30,7,False
7350,deal_299,2024-10-14,Prospecting,Pipeline,226879,2025-02-02,owner_8,False,2024-09-30,14,False
7351,deal_299,2024-10-21,Prospecting,Pipeline,226922,2025-02-02,owner_8,False,2024-09-30,21,False
7352,deal_299,2024-10-28,Qualification,Pipeline,218452,2025-02-02,owner_8,True,2024-10-28,0,False
7353,deal_299,2024-11-04,Qualification,Pipeline,207305,2025-02-02,owner_8,False,2024-10-28,7,False
7354,deal_299,2024-11-11,Qualification,Pipeline,263380,2025-02-02,owner_8,False,2024-10-28,14,False
7355,deal_299,2024-11-18,Proposal,Best Case,233836,2025-02-02,owner_8,True,2024-11-18,0,False
7356,deal_299,2024-11-25,Proposal,Best Case,293935,2025-02-02,owner_8,False,2024-11-18,7,False
7357,deal_299,2024-12-02,Proposal,Best Case,264331,2025-02-02,owner_8,False,2024-11-18,14,False
7358,deal_299,2024-12-09,Proposal,Best Case,276950,2025-02-02,owner_8,False,2024-11-18,21,False
7359,deal_299,2024-12-16,Negotiation,Best Case,263767,2025-02-02,owner_8,True,2024-12-16,0,False
7360,deal_299,2024-12-23,Negotiation,Best Case,274943,2025-02-02,owner_8,False,2024-12-16,7,False
7361,deal_299,2024-12-30,Negotiation,Best Case,278265,2025-02-02,owner_8,False,2024-12-16,14,False
7362,deal_299,2025-01-06,Closed Lost,Closed,308992,2025-02-02,owner_8,True,2025-01-06,0,False
7363,deal_299,2025-01-13,Closed Lost,Closed,303525,2025-02-02,owner_8,False,2025-01-06,7,False
7364,deal_299,2025-01-20,Closed Lost,Closed,228654,2025-02-02,owner_8,False,2025-01-06,14,False
7365,deal_299,2025-01-27,Closed Lost,Closed,257671,2025-02-02,owner_8,False,2025-01-06,21,False
7693,deal_3,2024-11-11,Prospecting,Pipeline,88848,2025-03-01,owner_9,True,2024-11-11,0,False
7694,deal_3,2024-11-18,Prospecting,Pipeline,88848,2025-03-01,owner_9,False,2024-11-11,7,False
7695,deal_3,2024-11-25,Prospecting,Pipeline,88848,2025-03-01,owner_9,False,2024-11-11,14,False
7696,deal_3,2024-12-02,Prospecting,Pipeline,88848,2025-06-01,owner_9,False,2024-11-11,21,False
7697,deal_3,2024-12-09,Qualification,Pipeline,88848,2025-05-01,owner_9,True,2024-12-09,0,False
7698,deal_3,2024-12-16,Qualification,Pipeline,88848,2025-05-01,owner_9,False,2024-12-09,7,False
7699,deal_3,2024-12-23,Qualification,Pipeline,88848,2025-06-01,owner_9,False,2024-12-09,14,False
7700,deal_3,2024-12-30,Qualification,Pipeline,88848,2025-06-01,owner_9,False,2024-12-09,21,False
7701,deal_3,2025-01-06,Proposal,Best Case,88848,2025-03-01,owner_9,True,2025-01-06,0,False
